title,year,release_date,total_gross_domestic,max_theaters,genre,budget_chart,detail_url
Beetlejuice Beetlejuice,2024,Sep 6,294100435.0,4575.0,-,,https://www.boxofficemojo.com/release/rl3365110529/?ref_=bo_yld_table_6
Dune: Part Two,2024,Mar 1,282144358.0,4074.0,-,,https://www.boxofficemojo.com/release/rl68715265/?ref_=bo_yld_table_7
Twisters,2024,Jul 19,267762265.0,4170.0,-,,https://www.boxofficemojo.com/release/rl1324712705/?ref_=bo_yld_table_8
Godzilla X Kong: The New Empire,2024,Mar 29,196350016.0,3948.0,-,,https://www.boxofficemojo.com/release/rl3351937793/?ref_=bo_yld_table_9
Kung Fu Panda 4,2024,Mar 8,193590620.0,4067.0,-,,https://www.boxofficemojo.com/release/rl601195265/?ref_=bo_yld_table_10
Bad Boys: Ride or Die,2024,Jun 7,193573217.0,3885.0,-,,https://www.boxofficemojo.com/release/rl1386447617/?ref_=bo_yld_table_11
Kingdom of the Planet of the Apes,2024,May 10,171130165.0,4075.0,-,,https://www.boxofficemojo.com/release/rl1678869249/?ref_=bo_yld_table_12
Gladiator II,2024,Nov 22,172438016.0,3580.0,-,,https://www.boxofficemojo.com/release/rl1778156289/?ref_=bo_yld_table_13
Sonic the Hedgehog 3,2024,Dec 20,236115100.0,3769.0,-,,https://www.boxofficemojo.com/release/rl886211329/?ref_=bo_yld_table_14
It Ends with Us,2024,Aug 9,148518266.0,3839.0,-,,https://www.boxofficemojo.com/release/rl3818881793/?ref_=bo_yld_table_15
The Wild Robot,2024,Sep 27,143901945.0,3997.0,-,,https://www.boxofficemojo.com/release/rl3443949569/?ref_=bo_yld_table_16
Venom: The Last Dance,2024,Oct 25,139755882.0,4131.0,-,,https://www.boxofficemojo.com/release/rl3290006273/?ref_=bo_yld_table_17
A Quiet Place: Day One,2024,Jun 28,139051884.0,3708.0,-,,https://www.boxofficemojo.com/release/rl545096449/?ref_=bo_yld_table_18
Mufasa: The Lion King,2024,Dec 20,254567693.0,4100.0,-,,https://www.boxofficemojo.com/release/rl1511097089/?ref_=bo_yld_table_19
Ghostbusters: Frozen Empire,2024,Mar 22,113376590.0,4345.0,-,,https://www.boxofficemojo.com/release/rl1436779265/?ref_=bo_yld_table_20
IF,2024,May 17,111375918.0,4068.0,-,,https://www.boxofficemojo.com/release/rl3731915521/?ref_=bo_yld_table_21
Alien: Romulus,2024,Aug 16,105313091.0,3915.0,-,,https://www.boxofficemojo.com/release/rl654017281/?ref_=bo_yld_table_22
Bob Marley: One Love,2024,Feb 14,96981216.0,3597.0,-,,https://www.boxofficemojo.com/release/rl1496810241/?ref_=bo_yld_table_23
Red One,2024,Nov 15,97000759.0,4032.0,-,,https://www.boxofficemojo.com/release/rl2841083905/?ref_=bo_yld_table_24
The Fall Guy,2024,May 3,92900355.0,4008.0,-,,https://www.boxofficemojo.com/release/rl752190209/?ref_=bo_yld_table_25
The Garfield Movie,2024,May 24,91956547.0,4108.0,-,,https://www.boxofficemojo.com/release/rl382960385/?ref_=bo_yld_table_26
Wonka,2024,Dec 15,218402312.0,4213.0,-,,https://www.boxofficemojo.com/release/rl2942927617/?ref_=bo_yld_table_27
Longlegs,2024,Jul 12,74346140.0,2850.0,-,,https://www.boxofficemojo.com/release/rl1733394433/?ref_=bo_yld_table_28
Migration,2024,Dec 22,127630880.0,3839.0,-,,https://www.boxofficemojo.com/release/rl83920385/?ref_=bo_yld_table_29
Mean Girls,2024,Jan 12,72581770.0,3826.0,-,,https://www.boxofficemojo.com/release/rl615482113/?ref_=bo_yld_table_30
Smile 2,2024,Oct 18,69012586.0,3624.0,-,,https://www.boxofficemojo.com/release/rl665813761/?ref_=bo_yld_table_31
Civil War,2024,Apr 12,68756072.0,3929.0,-,,https://www.boxofficemojo.com/release/rl172392449/?ref_=bo_yld_table_32
Furiosa: A Mad Max Saga,2024,May 24,67475791.0,3864.0,-,,https://www.boxofficemojo.com/release/rl627344129/?ref_=bo_yld_table_33
The Beekeeper,2024,Jan 12,66220535.0,3337.0,-,,https://www.boxofficemojo.com/release/rl2912715521/?ref_=bo_yld_table_34
Anyone But You,2024,Dec 22,88319668.0,3055.0,-,,https://www.boxofficemojo.com/release/rl3616572161/?ref_=bo_yld_table_35
Transformers One,2024,Sep 20,59098421.0,3978.0,-,,https://www.boxofficemojo.com/release/rl3760947969/?ref_=bo_yld_table_36
Joker: Folie à Deux,2024,Oct 4,58300287.0,4102.0,-,,https://www.boxofficemojo.com/release/rl2339995649/?ref_=bo_yld_table_37
Terrifier 3,2024,Oct 11,53981071.0,2762.0,-,,https://www.boxofficemojo.com/release/rl2221441025/?ref_=bo_yld_table_38
Challengers,2024,Apr 26,50119408.0,3477.0,-,,https://www.boxofficemojo.com/release/rl2915664641/?ref_=bo_yld_table_39
Nosferatu,2024,Dec 25,95608235.0,3132.0,-,,https://www.boxofficemojo.com/release/rl2537783297/?ref_=bo_yld_table_40
Aquaman and the Lost Kingdom,2024,Dec 22,124481226.0,3787.0,-,,https://www.boxofficemojo.com/release/rl3003745793/?ref_=bo_yld_table_41
Argylle,2024,Feb 2,45207275.0,3647.0,-,,https://www.boxofficemojo.com/release/rl4071392001/?ref_=bo_yld_table_42
Madame Web,2024,Feb 14,43817106.0,4013.0,-,,https://www.boxofficemojo.com/release/rl1379697409/?ref_=bo_yld_table_43
Trap,2024,Aug 2,42777281.0,3181.0,-,,https://www.boxofficemojo.com/release/rl562070273/?ref_=bo_yld_table_44
The Best Christmas Pageant Ever,2024,Nov 8,40048808.0,3020.0,-,,https://www.boxofficemojo.com/release/rl457277441/?ref_=bo_yld_table_45
Speak No Evil,2024,Sep 13,36931420.0,3375.0,-,,https://www.boxofficemojo.com/release/rl999260929/?ref_=bo_yld_table_46
The Strangers: Chapter 1,2024,May 17,35202562.0,2856.0,-,,https://www.boxofficemojo.com/release/rl793346049/?ref_=bo_yld_table_47
Coraline,2024,Aug 15,33626425.0,1564.0,-,,https://www.boxofficemojo.com/release/rl2607513601/?ref_=bo_yld_table_48
Night Swim,2024,Jan 5,32494740.0,3257.0,-,,https://www.boxofficemojo.com/release/rl2046198529/?ref_=bo_yld_table_49
Conclave,2024,Oct 25,32580655.0,2377.0,-,,https://www.boxofficemojo.com/release/rl3898179585/?ref_=bo_yld_table_50
The Boys in the Boat,2024,Dec 25,52641306.0,2687.0,-,,https://www.boxofficemojo.com/release/rl43614977/?ref_=bo_yld_table_51
Reagan,2024,Aug 30,30047417.0,2770.0,-,,https://www.boxofficemojo.com/release/rl4133781505/?ref_=bo_yld_table_52
The Forge,2024,Aug 23,29123632.0,1921.0,-,,https://www.boxofficemojo.com/release/rl1795064577/?ref_=bo_yld_table_53
Horizon: An American Saga - Chapter 1,2024,Jun 28,29035702.0,3334.0,-,,https://www.boxofficemojo.com/release/rl3484517121/?ref_=bo_yld_table_54
A Complete Unknown,2024,Dec 25,75001720.0,2835.0,-,,https://www.boxofficemojo.com/release/rl2843508737/?ref_=bo_yld_table_55
Imaginary,2024,Mar 8,28009161.0,3118.0,-,,https://www.boxofficemojo.com/release/rl3180495617/?ref_=bo_yld_table_56
Heretic,2024,Nov 8,27986380.0,3230.0,-,,https://www.boxofficemojo.com/release/rl2876014593/?ref_=bo_yld_table_57
Abigail,2024,Apr 19,25867515.0,3393.0,-,,https://www.boxofficemojo.com/release/rl1488880385/?ref_=bo_yld_table_58
Monkey Man,2024,Apr 5,25116955.0,3037.0,-,,https://www.boxofficemojo.com/release/rl290357249/?ref_=bo_yld_table_59
Arthur the King,2024,Mar 15,25049006.0,3003.0,-,,https://www.boxofficemojo.com/release/rl1589609217/?ref_=bo_yld_table_60
We Live in Time,2024,Oct 11,24692924.0,2964.0,-,,https://www.boxofficemojo.com/release/rl2825682945/?ref_=bo_yld_table_61
Poor Things,2024,Dec 8,34553225.0,2300.0,-,,https://www.boxofficemojo.com/release/rl3566306049/?ref_=bo_yld_table_62
Blink Twice,2024,Aug 23,23093906.0,3067.0,-,,https://www.boxofficemojo.com/release/rl4082008065/?ref_=bo_yld_table_63
Kraven the Hunter,2024,Dec 13,25026310.0,3211.0,-,,https://www.boxofficemojo.com/release/rl259556097/?ref_=bo_yld_table_64
The Bikeriders,2024,Jun 21,21746895.0,2692.0,-,,https://www.boxofficemojo.com/release/rl620462849/?ref_=bo_yld_table_65
The Ministry of Ungentlemanly Warfare,2024,Apr 19,20535053.0,2845.0,-,,https://www.boxofficemojo.com/release/rl3964305409/?ref_=bo_yld_table_66
Fly Me to the Moon,2024,Jul 12,20532222.0,3356.0,-,,https://www.boxofficemojo.com/release/rl810057729/?ref_=bo_yld_table_67
Unsung Hero,2024,Apr 26,20335239.0,2832.0,-,,https://www.boxofficemojo.com/release/rl832733953/?ref_=bo_yld_table_68
The First Omen,2024,Apr 5,20092802.0,3375.0,-,,https://www.boxofficemojo.com/release/rl591495169/?ref_=bo_yld_table_69
Cabrini,2024,Mar 8,19512134.0,2850.0,-,,https://www.boxofficemojo.com/release/rl776962049/?ref_=bo_yld_table_70
American Fiction,2024,Dec 15,21098470.0,1902.0,-,,https://www.boxofficemojo.com/release/rl2073330433/?ref_=bo_yld_table_71
Ordinary Angels,2024,Feb 23,19174421.0,3020.0,-,,https://www.boxofficemojo.com/release/rl226919169/?ref_=bo_yld_table_72
The Iron Claw,2024,Dec 22,35070296.0,2794.0,-,,https://www.boxofficemojo.com/release/rl1537442561/?ref_=bo_yld_table_73
The Watchers,2024,Jun 7,19071404.0,3351.0,-,,https://www.boxofficemojo.com/release/rl2180940545/?ref_=bo_yld_table_74
Tarot,2024,May 3,18771004.0,3104.0,-,,https://www.boxofficemojo.com/release/rl3080028929/?ref_=bo_yld_table_75
Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,2024,Feb 23,17657658.0,1949.0,-,,https://www.boxofficemojo.com/release/rl709394433/?ref_=bo_yld_table_76
Harold and the Purple Crayon,2024,Aug 2,17640924.0,3325.0,-,,https://www.boxofficemojo.com/release/rl2031190785/?ref_=bo_yld_table_77
The Color Purple,2024,Dec 25,60619191.0,3218.0,-,,https://www.boxofficemojo.com/release/rl577012481/?ref_=bo_yld_table_78
The Substance,2024,Sep 20,17584795.0,1949.0,-,,https://www.boxofficemojo.com/release/rl2684977153/?ref_=bo_yld_table_79
Immaculate,2024,Mar 22,15671307.0,2362.0,-,,https://www.boxofficemojo.com/release/rl2219802625/?ref_=bo_yld_table_80
Borderlands,2024,Aug 9,15482668.0,3125.0,-,,https://www.boxofficemojo.com/release/rl3466691329/?ref_=bo_yld_table_81
Interstellar,2024,Dec 6,15207563.0,321.0,-,,https://www.boxofficemojo.com/release/rl1231060993/?ref_=bo_yld_table_82
MaXXXine,2024,Jul 5,15097632.0,2450.0,-,,https://www.boxofficemojo.com/release/rl4208624385/?ref_=bo_yld_table_83
The Chosen: S4 Episodes 1-3,2024,Feb 1,14409169.0,2280.0,-,,https://www.boxofficemojo.com/release/rl2209514241/?ref_=bo_yld_table_84
Anora,2024,Oct 18,20474295.0,1938.0,-,,https://www.boxofficemojo.com/release/rl779911169/?ref_=bo_yld_table_85
Homestead,2024,Dec 20,20811864.0,1886.0,-,,https://www.boxofficemojo.com/release/rl2557247489/?ref_=bo_yld_table_86
Star Wars: Episode I - The Phantom Menace,2024,May 3,13029994.0,2700.0,-,,https://www.boxofficemojo.com/release/rl1901887489/?ref_=bo_yld_table_87
Kalki 2898 AD,2024,Jun 27,18289575.0,1049.0,-,,https://www.boxofficemojo.com/release/rl2876276737/?ref_=bo_yld_table_88
Am I Racist?,2024,Sep 13,12311598.0,1600.0,-,,https://www.boxofficemojo.com/release/rl3329982465/?ref_=bo_yld_table_89
Here,2024,Nov 1,12237270.0,2732.0,-,,https://www.boxofficemojo.com/release/rl2858385409/?ref_=bo_yld_table_90
Bonhoeffer,2024,Nov 22,12222383.0,1900.0,-,,https://www.boxofficemojo.com/release/rl2775351297/?ref_=bo_yld_table_91
Sound of Hope: The Story of Possum Trot,2024,Jul 4,11647099.0,2200.0,-,,https://www.boxofficemojo.com/release/rl812417025/?ref_=bo_yld_table_92
Godzilla Minus One,2024,Dec 1,57144669.0,2622.0,-,,https://www.boxofficemojo.com/release/rl1285456641/?ref_=bo_yld_table_93
The Boy and the Heron,2024,Dec 8,46832867.0,2325.0,-,,https://www.boxofficemojo.com/release/rl4222321409/?ref_=bo_yld_table_94
The Chosen: S4 Episodes 4-6,2024,Feb 15,9482744.0,2272.0,-,,https://www.boxofficemojo.com/release/rl2259845889/?ref_=bo_yld_table_95
Never Let Go,2024,Sep 20,10306106.0,2667.0,-,,https://www.boxofficemojo.com/release/rl3160506369/?ref_=bo_yld_table_96
Late Night with the Devil,2024,Mar 22,10001000.0,1442.0,-,,https://www.boxofficemojo.com/release/rl2353299457/?ref_=bo_yld_table_97
Lisa Frankenstein,2024,Feb 9,9774285.0,3144.0,-,,https://www.boxofficemojo.com/release/rl1722974977/?ref_=bo_yld_table_98
Piece by Piece,2024,Oct 11,9756635.0,1873.0,-,,https://www.boxofficemojo.com/release/rl508461057/?ref_=bo_yld_table_99
Saturday Night,2024,Sep 27,9511315.0,2336.0,-,,https://www.boxofficemojo.com/release/rl1736278017/?ref_=bo_yld_table_100
The Crow,2024,Aug 23,9275659.0,2752.0,-,,https://www.boxofficemojo.com/release/rl3110174721/?ref_=bo_yld_table_101
Babygirl,2024,Dec 25,28196732.0,2164.0,-,,https://www.boxofficemojo.com/release/rl2926346241/?ref_=bo_yld_table_102
Thelma,2024,Jun 21,9002073.0,1290.0,-,,https://www.boxofficemojo.com/release/rl4050812929/?ref_=bo_yld_table_103
The Lord of the Rings: The War of the Rohirrim,2024,Dec 13,9158572.0,2602.0,-,,https://www.boxofficemojo.com/release/rl3123675905/?ref_=bo_yld_table_104
Love Lies Bleeding,2024,Mar 8,8335797.0,1828.0,-,,https://www.boxofficemojo.com/release/rl3578626049/?ref_=bo_yld_table_105
The Zone of Interest,2024,Dec 8,8659464.0,598.0,-,,https://www.boxofficemojo.com/release/rl1134854913/?ref_=bo_yld_table_106
Spy x Family Code: White,2024,Apr 19,8110042.0,2009.0,-,,https://www.boxofficemojo.com/release/rl3075571713/?ref_=bo_yld_table_107
Ferrari,2024,Dec 25,18550028.0,2386.0,-,,https://www.boxofficemojo.com/release/rl390496257/?ref_=bo_yld_table_108
The Chosen: S4 Episodes 7-8,2024,Feb 29,7729152.0,2215.0,-,,https://www.boxofficemojo.com/release/rl4189225729/?ref_=bo_yld_table_109
A Real Pain,2024,Nov 1,8344978.0,1185.0,-,,https://www.boxofficemojo.com/release/rl3277815809/?ref_=bo_yld_table_110
Megalopolis,2024,Sep 27,7629085.0,1854.0,-,,https://www.boxofficemojo.com/release/rl2238742529/?ref_=bo_yld_table_111
Sight,2024,May 24,7206741.0,2118.0,-,,https://www.boxofficemojo.com/release/rl3532423937/?ref_=bo_yld_table_112
Haikyu!! The Dumpster Battle,2024,May 31,7071622.0,1119.0,-,,https://www.boxofficemojo.com/release/rl1130463233/?ref_=bo_yld_table_113
Afraid,2024,Aug 30,6725687.0,3003.0,-,,https://www.boxofficemojo.com/release/rl183862017/?ref_=bo_yld_table_114
The Hunger Games: The Ballad of Songbirds & Snakes,2024,Nov 17,166350594.0,3776.0,-,,https://www.boxofficemojo.com/release/rl1262387969/?ref_=bo_yld_table_115
I.S.S.,2024,Jan 19,6573799.0,2518.0,-,,https://www.boxofficemojo.com/release/rl2101706753/?ref_=bo_yld_table_116
Pushpa: The Rule - Part 2,2024,Dec 5,13000000.0,1245.0,-,,https://www.boxofficemojo.com/release/rl471760897/?ref_=bo_yld_table_117
Cuckoo,2024,Aug 9,6217733.0,1503.0,-,,https://www.boxofficemojo.com/release/rl693927937/?ref_=bo_yld_table_118
Back to Black,2024,May 17,6178165.0,2013.0,-,,https://www.boxofficemojo.com/release/rl4114907137/?ref_=bo_yld_table_119
The Book of Clarence,2024,Jan 12,6132813.0,2010.0,-,,https://www.boxofficemojo.com/release/rl3598877441/?ref_=bo_yld_table_120
The Nightmare Before Christmas,2024,Oct 11,6124705.0,1860.0,-,,https://www.boxofficemojo.com/release/rl2634973185/?ref_=bo_yld_table_121
Columbia 100th Anniversary Series,2024,Apr 15,6013515.0,466.0,-,,https://www.boxofficemojo.com/release/rl4217536513/?ref_=bo_yld_table_122
Someone Like You,2024,Apr 5,5937306.0,1802.0,-,,https://www.boxofficemojo.com/release/rl1029799937/?ref_=bo_yld_table_123
Trolls Band Together,2024,Nov 17,103270155.0,3893.0,-,,https://www.boxofficemojo.com/release/rl577798913/?ref_=bo_yld_table_124
One Life,2024,Mar 15,5716885.0,1009.0,-,,https://www.boxofficemojo.com/release/rl1045987329/?ref_=bo_yld_table_125
Devara Part 1,2024,Sep 26,5600000.0,1040.0,-,,https://www.boxofficemojo.com/release/rl537755649/?ref_=bo_yld_table_126
The Killer's Game,2024,Sep 13,5404378.0,2623.0,-,,https://www.boxofficemojo.com/release/rl1584037889/?ref_=bo_yld_table_127
My Old Ass,2024,Sep 13,5372282.0,1390.0,-,,https://www.boxofficemojo.com/release/rl1534951425/?ref_=bo_yld_table_128
White Bird,2024,Oct 4,5069171.0,1038.0,-,,https://www.boxofficemojo.com/release/rl3681714945/?ref_=bo_yld_table_129
My Hero Academia: You're Next,2024,Oct 11,5041781.0,1845.0,-,,https://www.boxofficemojo.com/release/rl1735819265/?ref_=bo_yld_table_130
Kinds of Kindness,2024,Jun 21,5038931.0,920.0,-,,https://www.boxofficemojo.com/release/rl1784381441/?ref_=bo_yld_table_131
Drive-Away Dolls,2024,Feb 23,5028215.0,2280.0,-,,https://www.boxofficemojo.com/release/rl948929281/?ref_=bo_yld_table_132
The Fire Inside,2024,Dec 25,8093190.0,2032.0,-,,https://www.boxofficemojo.com/release/rl2778432257/?ref_=bo_yld_table_133
I Saw the TV Glow,2024,May 3,5017817.0,469.0,-,,https://www.boxofficemojo.com/release/rl660111361/?ref_=bo_yld_table_134
Wicked Little Letters,2024,Mar 29,5008179.0,1009.0,-,,https://www.boxofficemojo.com/release/rl2539618305/?ref_=bo_yld_table_135
Dìdi,2024,Jul 26,4839360.0,435.0,-,,https://www.boxofficemojo.com/release/rl4266885121/?ref_=bo_yld_table_136
Origin,2024,Dec 8,4689830.0,664.0,-,,https://www.boxofficemojo.com/release/rl2705620993/?ref_=bo_yld_table_137
Land of Bad,2024,Feb 16,4620045.0,1317.0,-,,https://www.boxofficemojo.com/release/rl3091824641/?ref_=bo_yld_table_138
The Exorcism,2024,Jun 21,4530418.0,2240.0,-,,https://www.boxofficemojo.com/release/rl3916201985/?ref_=bo_yld_table_139
Y2K,2024,Dec 6,4446596.0,2108.0,-,,https://www.boxofficemojo.com/release/rl4218716161/?ref_=bo_yld_table_140
In a Violent Nature,2024,May 31,4229999.0,1426.0,-,,https://www.boxofficemojo.com/release/rl2237497345/?ref_=bo_yld_table_141
For King + Country: A Drummer Boy Christmas - Live,2024,Dec 5,4227406.0,1540.0,-,,https://www.boxofficemojo.com/release/rl2098823169/?ref_=bo_yld_table_142
The Apprentice,2024,Oct 11,4001904.0,1740.0,-,,https://www.boxofficemojo.com/release/rl3423567873/?ref_=bo_yld_table_143
Babes,2024,May 17,3800038.0,1118.0,-,,https://www.boxofficemojo.com/release/rl3328147457/?ref_=bo_yld_table_144
Perfect Days,2024,Feb 7,3766668.0,271.0,-,,https://www.boxofficemojo.com/release/rl1380614145/?ref_=bo_yld_table_145
Oppenheimer,2024,Jul 21,330078895.0,3761.0,-,,https://www.boxofficemojo.com/release/rl3725886209/?ref_=bo_yld_table_146
All of Us Strangers,2024,Dec 22,4050103.0,295.0,-,,https://www.boxofficemojo.com/release/rl4171596545/?ref_=bo_yld_table_147
Shrek 2,2024,Apr 12,3427910.0,1512.0,-,,https://www.boxofficemojo.com/release/rl3143663617/?ref_=bo_yld_table_148
Wish,2024,Nov 22,63973821.0,3900.0,-,,https://www.boxofficemojo.com/release/rl3097657857/?ref_=bo_yld_table_149
Solo Leveling: ReAwakening,2024,Dec 6,3350693.0,846.0,-,,https://www.boxofficemojo.com/release/rl1091076097/?ref_=bo_yld_table_150
Queer,2024,Nov 27,3736813.0,460.0,-,,https://www.boxofficemojo.com/release/rl806191105/?ref_=bo_yld_table_151
God's Not Dead: In God We Trust,2024,Sep 12,3269322.0,1392.0,-,,https://www.boxofficemojo.com/release/rl359956481/?ref_=bo_yld_table_152
The Lord of the Rings: The Fellowship of the Ring,2024,Jun 7,3256658.0,1529.0,-,,https://www.boxofficemojo.com/release/rl1515814913/?ref_=bo_yld_table_153
2024 Oscar Nominated Short Films: Documentary,2024,Feb 16,3162293.0,367.0,-,,https://www.boxofficemojo.com/release/rl3427958785/?ref_=bo_yld_table_154
The Front Room,2024,Sep 6,3092269.0,2095.0,-,,https://www.boxofficemojo.com/release/rl2993455105/?ref_=bo_yld_table_155
Strange Darling,2024,Aug 23,3083595.0,1135.0,-,,https://www.boxofficemojo.com/release/rl3875766273/?ref_=bo_yld_table_156
The Long Game,2024,Apr 12,3060040.0,1030.0,-,,https://www.boxofficemojo.com/release/rl1080066049/?ref_=bo_yld_table_157
Jesus Thirsts: The Miracle of the Eucharist,2024,Jun 4,2927121.0,1112.0,-,,https://www.boxofficemojo.com/release/rl1666940929/?ref_=bo_yld_table_158
1992,2024,Aug 30,2906073.0,875.0,-,,https://www.boxofficemojo.com/release/rl1916895233/?ref_=bo_yld_table_159
The Fabulous Four,2024,Jul 26,2854291.0,1045.0,-,,https://www.boxofficemojo.com/release/rl2239397889/?ref_=bo_yld_table_160
My Penguin Friend,2024,Aug 16,2769460.0,1083.0,-,,https://www.boxofficemojo.com/release/rl526942209/?ref_=bo_yld_table_161
Absolution,2024,Nov 1,2716343.0,1500.0,-,,https://www.boxofficemojo.com/release/rl4128407553/?ref_=bo_yld_table_162
The Taste of Things,2024,Feb 9,2654510.0,505.0,-,,https://www.boxofficemojo.com/release/rl3267265281/?ref_=bo_yld_table_163
GHOST: Rite Here Rite Now,2024,Jun 20,2647702.0,755.0,-,,https://www.boxofficemojo.com/release/rl4268916737/?ref_=bo_yld_table_164
Ezra,2024,May 31,2631460.0,1320.0,-,,https://www.boxofficemojo.com/release/rl3211558913/?ref_=bo_yld_table_165
Sight & Sound Presents: Daniel LIVE,2024,Aug 30,2629933.0,851.0,-,,https://www.boxofficemojo.com/release/rl3607461889/?ref_=bo_yld_table_166
Boy Kills World,2024,Apr 26,2626127.0,1993.0,-,,https://www.boxofficemojo.com/release/rl3579478017/?ref_=bo_yld_table_167
"Hello, Love, Again",2024,Nov 14,2625000.0,248.0,-,,https://www.boxofficemojo.com/release/rl119046145/?ref_=bo_yld_table_168
Escape from Germany,2024,Apr 12,2616475.0,131.0,-,,https://www.boxofficemojo.com/release/rl190087169/?ref_=bo_yld_table_169
Jung Kook: I Am Still,2024,Sep 18,2574318.0,769.0,-,,https://www.boxofficemojo.com/release/rl1929478145/?ref_=bo_yld_table_170
The Lord of the Rings: The Two Towers,2024,Jun 7,2566412.0,1549.0,-,,https://www.boxofficemojo.com/release/rl1566146561/?ref_=bo_yld_table_171
The Blue Angels,2024,May 17,2560945.0,450.0,-,,https://www.boxofficemojo.com/release/rl2657845249/?ref_=bo_yld_table_172
Problemista,2024,Mar 1,2503154.0,379.0,-,,https://www.boxofficemojo.com/release/rl647529217/?ref_=bo_yld_table_173
The American Society of Magical Negroes,2024,Mar 15,2480645.0,1153.0,-,,https://www.boxofficemojo.com/release/rl2143191809/?ref_=bo_yld_table_174
The Lord of the Rings: The Return of the King,2024,Jun 10,2450927.0,1172.0,-,,https://www.boxofficemojo.com/release/rl1348042753/?ref_=bo_yld_table_175
Summer Camp,2024,May 31,2403638.0,1787.0,-,,https://www.boxofficemojo.com/release/rl308838401/?ref_=bo_yld_table_176
Sing Sing,2024,Jul 12,2403211.0,191.0,-,,https://www.boxofficemojo.com/release/rl794591233/?ref_=bo_yld_table_177
Howl's Moving Castle,2024,Sep 26,2384690.0,1592.0,-,,https://www.boxofficemojo.com/release/rl2539094017/?ref_=bo_yld_table_178
Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,2024,Dec 12,2328339.0,641.0,-,,https://www.boxofficemojo.com/release/rl1897168897/?ref_=bo_yld_table_179
Hitpig!,2024,Nov 1,2324019.0,2107.0,-,,https://www.boxofficemojo.com/release/rl2189066241/?ref_=bo_yld_table_180
Elevation,2024,Nov 8,2321801.0,1416.0,-,,https://www.boxofficemojo.com/release/rl2826403841/?ref_=bo_yld_table_181
Alien,2024,Apr 26,2305647.0,1750.0,-,,https://www.boxofficemojo.com/release/rl3362095105/?ref_=bo_yld_table_182
Exhuma,2024,Mar 15,2310900.0,70.0,-,,https://www.boxofficemojo.com/release/rl123305985/?ref_=bo_yld_table_183
Flow,2024,Nov 22,4844117.0,377.0,-,,https://www.boxofficemojo.com/release/rl922845185/?ref_=bo_yld_table_184
In the Land of Saints and Sinners,2024,Mar 29,2258795.0,896.0,-,,https://www.boxofficemojo.com/release/rl1012891649/?ref_=bo_yld_table_185
Bhool Bhulaiyaa 3,2024,Nov 1,2230000.0,754.0,-,,https://www.boxofficemojo.com/release/rl4111826945/?ref_=bo_yld_table_186
The Lion King,2024,Jul 12,2195943.0,1330.0,-,,https://www.boxofficemojo.com/release/rl628719617/?ref_=bo_yld_table_187
Singham Again,2024,Nov 1,2190000.0,749.0,-,,https://www.boxofficemojo.com/release/rl3893723137/?ref_=bo_yld_table_188
Stree 2,2024,Aug 16,2570000.0,666.0,-,,https://www.boxofficemojo.com/release/rl2332131329/?ref_=bo_yld_table_189
The Holdovers,2024,Oct 27,20355375.0,1601.0,-,,https://www.boxofficemojo.com/release/rl92504833/?ref_=bo_yld_table_190
Average Joe,2024,Oct 11,2106965.0,1713.0,-,,https://www.boxofficemojo.com/release/rl2407038977/?ref_=bo_yld_table_191
The Ark and the Darkness,2024,Mar 20,2097560.0,1030.0,-,,https://www.boxofficemojo.com/release/rl71991297/?ref_=bo_yld_table_192
Between the Temples,2024,Aug 23,2084122.0,576.0,-,,https://www.boxofficemojo.com/release/rl1778614273/?ref_=bo_yld_table_193
Lee,2024,Sep 27,2005488.0,854.0,-,,https://www.boxofficemojo.com/release/rl157843457/?ref_=bo_yld_table_194
Look Back,2024,Oct 4,2002270.0,531.0,-,,https://www.boxofficemojo.com/release/rl2063826945/?ref_=bo_yld_table_195
Yolo,2024,Mar 8,2001584.0,200.0,-,,https://www.boxofficemojo.com/release/rl4250501121/?ref_=bo_yld_table_196
Queen Rock Montreal,2024,Jan 18,2000000.0,387.0,-,,https://www.boxofficemojo.com/release/rl2169470977/?ref_=bo_yld_table_197
The Order,2024,Dec 6,2010901.0,603.0,-,,https://www.boxofficemojo.com/release/rl612139009/?ref_=bo_yld_table_198
SUGA: Agust D Tour 'D-DAY' the Movie,2024,Apr 10,1951896.0,787.0,-,,https://www.boxofficemojo.com/release/rl459309057/?ref_=bo_yld_table_199
Out of Darkness,2024,Feb 9,1951547.0,897.0,-,,https://www.boxofficemojo.com/release/rl911245313/?ref_=bo_yld_table_200
A Minecraft Movie,2025,Apr 4,424087780.0,4289.0,-,,https://www.boxofficemojo.com/release/rl746096129/?ref_=bo_yld_table_1
Lilo & Stitch,2025,May 23,423778855.0,4410.0,-,,https://www.boxofficemojo.com/release/rl3104735233/?ref_=bo_yld_table_2
Superman,2025,Jul 11,354223803.0,4275.0,-,,https://www.boxofficemojo.com/release/rl1543340801/?ref_=bo_yld_table_3
Jurassic World: Rebirth,2025,Jul 2,339640400.0,4324.0,-,,https://www.boxofficemojo.com/release/rl3058794497/?ref_=bo_yld_table_4
Zootopia 2,2025,Nov 26,428130160.0,4000.0,-,,https://www.boxofficemojo.com/release/rl2303754241/?ref_=bo_yld_table_5
